origem,usuario,mensagem,data
CSAT,joao.nascimento,A API esta retornando 401 mesmo com token valido. Preciso de retorno urgente.,2025-02-21 15:57:02
CSAT,carla.ferreira,A tela nao e intuitiva e acaba atrapalhando. Preciso de retorno urgente.,2025-02-21 17:00:46
CSAT,isabela.pereira,"As dicas na tela ajudam bastante, parabens.",2025-02-22 03:33:23
CSAT,vitor.martins,Ficou travando e desconectando toda hora.,2025-02-22 09:05:11
BOT,gustavo.gomes,A documentacao esta desatualizada.,2025-02-22 17:04:49
BuzzMonitor,mario.souza,Vocês podem considerar um novo recurso?,2025-02-22 17:31:18
CSAT,camila.martins,Posso enviar logs para ajudar a investigar? Preciso de retorno urgente.,2025-02-22 22:24:44
BOT,beatriz.martins,"A navegacao esta confusa, nao acho as configuracoes.",2025-02-23 04:27:40
CSAT,juliana.silva,Ficou travando e desconectando toda hora.,2025-02-23 09:17:08
CSAT,mariana.teixeira,A API esta retornando 401 mesmo com token valido.,2025-02-23 10:54:42
CSAT,bruno.almeida,"Evoluiram muito no ultimo trimestre, parabens.",2025-02-24 02:49:45
CSAT,diego.gomes,Existe cache para relatorios?,2025-02-24 05:26:56
BOT,mario.gomes,A integracao com o CRM funcionou sem dor de cabeca.,2025-02-24 07:27:03
CSAT,vitor.almeida,Posso reorganizar o menu? Preciso de retorno urgente.,2025-02-24 08:21:46
BuzzMonitor,diego.silva,Tem alguma previsao para corrigir a exportacao?,2025-02-24 10:56:54
CSAT,beatriz.teixeira,Os logs de auditoria ajudaram bastante.,2025-02-24 13:04:52
CSAT,diego.correa,Os logs de auditoria ajudaram bastante.,2025-02-24 13:15:09
BuzzMonitor,vitor.dias,Onde vejo o log de auditoria? Preciso de retorno urgente.,2025-02-24 14:35:51
CSAT,ana.silva,"A importacao esta levando horas, ficou impraticavel.",2025-02-24 15:23:56
BuzzMonitor,carla.teixeira,O filtro nao funciona e retorna resultados errados.,2025-02-24 21:17:46
NPS,isabela.pereira,O sistema esta muito lento para carregar relatorios.,2025-02-24 21:46:11
CSAT,bruno.ferreira,Posso enviar logs para ajudar a investigar? Preciso de retorno urgente.,2025-02-25 00:17:54
BOT,joao.araujo,O sistema duplica registros ao importar.,2025-02-25 00:49:05
NPS,diego.oliveira,Seria bom ter mais opcoes de personalizacao.,2025-02-25 02:22:03
CSAT,lucas.dias,"Nao carrega a tela inicial, fica em loading infinito.",2025-02-25 05:44:17
CSAT,carla.mendes,"A importacao esta levando horas, ficou impraticavel.",2025-02-25 09:05:12
CSAT,rafael.souza,A API esta bem mais rapida nessa versao.,2025-02-25 13:38:00
BOT,mario.carvalho,O filtro nao funciona e retorna resultados errados.,2025-02-25 17:43:31
NPS,joao.silva,O sistema duplica registros ao importar.,2025-02-25 19:05:21
NPS,juliana.mendes,A integracao com o CRM funcionou sem dor de cabeca.,2025-02-26 04:37:43
NPS,beatriz.barbosa,"A tela de cadastro ficou redonda, sem bugs. Preciso de retorno urgente.",2025-02-26 05:50:49
NPS,camila.gomes,O webhooks estao falhando e nao recebo eventos. Preciso de retorno urgente. Ticket 67129.,2025-02-26 06:57:02
CSAT,laura.teixeira,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-02-26 10:59:15
NPS,lucas.mendes,"Obrigada por resolverem a instabilidade, melhorou muito.",2025-02-26 12:17:12
BOT,mario.carvalho,Depois do patch nao ocorre mais duplicacao na importacao.,2025-02-26 15:07:36
CSAT,carla.oliveira,O bloqueio por IP facilitou nossa politica interna. Preciso de retorno urgente.,2025-02-26 18:05:48
CSAT,ana.elias,"A equipe acompanhou a implantacao, foi tranquilo.",2025-02-26 22:15:07
BuzzMonitor,patricia.martins,Depois da ultima manutencao ficou bem mais estavel.,2025-02-26 22:18:33
CSAT,vitor.oliveira,"A importacao esta levando horas, ficou impraticavel.",2025-02-27 05:37:34
BuzzMonitor,diego.elias,Ficou travando e desconectando toda hora.,2025-02-27 09:39:01
BuzzMonitor,leonardo.nascimento,Qual a janela de maior uso?,2025-02-27 10:31:53
BuzzMonitor,patricia.lima,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-02-27 10:56:24
NPS,mariana.correa,Qual a janela de maior uso?,2025-02-27 14:46:23
CSAT,carla.araujo,Vocês oferecem implantacao assistida?,2025-02-27 18:13:39
BuzzMonitor,joao.nascimento,"Muito bom ter 2FA, aumentou a seguranca.",2025-02-27 21:03:14
CSAT,mariana.barbosa,O onboarding foi confuso e faltou treinamento.,2025-02-28 01:37:25
NPS,fernanda.elias,O botao de salvar nao responde na tela de cadastro. Preciso de retorno urgente. Ticket 64590.,2025-02-28 03:27:56
BuzzMonitor,leonardo.correa,"Gostei do layout, ficou facil achar as funcoes.",2025-02-28 06:47:50
BuzzMonitor,ana.gomes,"O time de CS acompanhou ate a solucao, show. Preciso de retorno urgente.",2025-02-28 13:04:09
CSAT,juliana.martins,"Boa, o erro de sincronizacao sumiu. Preciso de retorno urgente.",2025-02-28 23:18:33
BuzzMonitor,camila.silva,Qual o limite de requisicoes por minuto na API?,2025-03-01 04:29:02
NPS,vitor.dias,"Obrigada por resolverem a instabilidade, melhorou muito.",2025-03-01 06:41:52
NPS,thiago.mendes,"Gostei do novo painel financeiro, bem mais claro. Ticket 53665.",2025-03-01 07:17:16
BuzzMonitor,rafael.lima,O menu mudou e agora ficou pior de usar.,2025-03-01 10:58:20
NPS,beatriz.almeida,O atendente nao entendeu o problema e encerrou o ticket.,2025-03-01 11:47:34
BuzzMonitor,isabela.carvalho,A experiencia de uso evoluiu muito. Preciso de retorno urgente.,2025-03-01 16:30:22
BOT,beatriz.correa,Quero falar com um especialista em integracoes. Ticket 10320.,2025-03-01 19:36:26
CSAT,mariana.lima,"Gostei do controle de permissoes, bem completo.",2025-03-02 01:38:23
CSAT,vitor.ribeiro,Sinto falta de um relatorio mais completo.,2025-03-02 04:37:46
CSAT,gustavo.barbosa,Qual o limite de requisicoes por minuto na API?,2025-03-02 21:22:16
BuzzMonitor,ana.araujo,Estou recebendo erro 500 ao tentar salvar.,2025-03-02 23:38:57
BuzzMonitor,bruno.mendes,Os tutoriais nao cobrem o que eu preciso.,2025-03-03 02:00:13
CSAT,ana.ferreira,Sinto falta de um relatorio mais completo.,2025-03-03 03:22:45
BuzzMonitor,mario.ribeiro,"Obrigada pela paciencia, problema resolvido.",2025-03-03 07:23:23
BOT,diego.nascimento,O sistema esta muito lento para carregar relatorios. Preciso de retorno urgente.,2025-03-03 09:05:30
BuzzMonitor,bruno.dias,Acho que a comunicacao de mudancas poderia melhorar.,2025-03-03 10:16:31
BuzzMonitor,laura.silva,A exportacao para contabilidade funcionou de primeira. Preciso de retorno urgente.,2025-03-03 10:35:05
BuzzMonitor,juliana.mendes,"A busca ficou instantanea, parabens.",2025-03-03 14:18:24
CSAT,lucas.silva,Tem SDK em Python para integracao? Preciso de retorno urgente.,2025-03-03 15:41:29
CSAT,mario.martins,Existe um canal para enviar ideias?,2025-03-03 23:48:39
BOT,laura.nascimento,Vocês tiveram alguma manutencao programada hoje?,2025-03-04 05:39:56
CSAT,lucas.gomes,Os tutoriais nao cobrem o que eu preciso.,2025-03-04 07:12:13
CSAT,patricia.pereira,Quando tento exportar CSV ele vem vazio.,2025-03-04 20:02:23
CSAT,laura.ferreira,"Comecei a usar rapido, processo muito bom.",2025-03-05 00:33:32
NPS,beatriz.carvalho,Como gero um token de API? Preciso de retorno urgente.,2025-03-05 12:19:48
BOT,lucas.barbosa,"Obrigada por resolverem a instabilidade, melhorou muito.",2025-03-05 16:32:06
CSAT,rafael.elias,A API esta retornando 401 mesmo com token valido.,2025-03-05 19:20:03
NPS,juliana.souza,Preciso de um relatorio de cobranca do mes.,2025-03-05 20:05:09
BuzzMonitor,thiago.almeida,Acho que a comunicacao de mudancas poderia melhorar.,2025-03-05 21:35:50
NPS,juliana.lima,"Gostei do conector com o ERP, poupou tempo.",2025-03-05 22:31:45
NPS,isabela.silva,Recebi alerta de login suspeito e nao consegui bloquear.,2025-03-05 23:07:58
CSAT,camila.mendes,"Adorei as novas funcionalidades, muito util.",2025-03-06 02:19:42
CSAT,fernanda.gomes,Qual o status do incidente da manha?,2025-03-06 12:59:43
CSAT,lucas.carvalho,O tempo de resposta da API aumentou bastante.,2025-03-06 15:46:03
BuzzMonitor,beatriz.rocha,Os webhooks estao super estaveis agora.,2025-03-06 17:05:34
BOT,leonardo.silva,Parece que um usuario acessou dados que nao deveria.,2025-03-06 18:15:17
NPS,lucas.souza,"Parabens, a nota fiscal saiu certinha e bem rapido.",2025-03-06 20:59:35
CSAT,leonardo.correa,Nao consegui importar meus dados iniciais. Preciso de retorno urgente.,2025-03-06 22:05:19
CSAT,ana.correa,O botao de salvar nao responde na tela de cadastro. Preciso de retorno urgente.,2025-03-07 06:20:50
NPS,diego.silva,Vocês tiveram alguma manutencao programada hoje?,2025-03-07 23:43:29
CSAT,gustavo.lima,O sistema esta muito lento para carregar relatorios.,2025-03-08 04:33:02
BuzzMonitor,joao.teixeira,Qual o prazo para emitir nota fiscal? Preciso de retorno urgente.,2025-03-08 06:00:20
BOT,ana.barbosa,Tem webinar de introducao?,2025-03-08 13:00:56
BuzzMonitor,beatriz.dias,Quando tento exportar CSV ele vem vazio.,2025-03-08 13:19:55
CSAT,leonardo.teixeira,A API esta bem mais rapida nessa versao.,2025-03-08 16:42:21
BuzzMonitor,isabela.oliveira,O boleto nao foi gerado e estou com pagamento em atraso por causa disso. Preciso de retorno urgente.,2025-03-08 17:41:11
BuzzMonitor,leonardo.dias,O sistema duplica registros ao importar. Preciso de retorno urgente.,2025-03-08 22:19:57
CSAT,juliana.silva,Estou recebendo erro 500 ao tentar salvar.,2025-03-08 23:41:43
CSAT,beatriz.barbosa,Existe cache para relatorios?,2025-03-09 04:05:58
BOT,vitor.dias,A integracao com o ERP nao esta sincronizando.,2025-03-09 07:17:29
CSAT,lucas.teixeira,Como gero um token de API? Preciso de retorno urgente.,2025-03-09 10:16:12
BuzzMonitor,vitor.silva,Tem webinar de introducao? Preciso de retorno urgente.,2025-03-09 11:09:44
CSAT,diego.almeida,Parece que um usuario acessou dados que nao deveria.,2025-03-09 12:23:51
BuzzMonitor,ana.elias,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-03-09 16:26:58
CSAT,camila.almeida,A experiencia de uso evoluiu muito.,2025-03-09 18:49:11
NPS,joao.pereira,A integracao com o ERP nao esta sincronizando. Preciso de retorno urgente.,2025-03-09 23:19:53
BuzzMonitor,patricia.nascimento,As mensagens de erro nao explicam o que fazer.,2025-03-10 01:09:00
BuzzMonitor,ana.nascimento,"Obrigada por resolverem a instabilidade, melhorou muito.",2025-03-10 01:17:45
BuzzMonitor,thiago.teixeira,"A busca ficou instantanea, parabens.",2025-03-10 05:52:31
CSAT,carla.silva,A nova interface ficou bem mais intuitiva.,2025-03-10 16:53:56
CSAT,bruno.correa,O menu mudou e agora ficou pior de usar.,2025-03-10 18:48:15
CSAT,laura.oliveira,Os tutoriais ajudaram muito a comecar.,2025-03-10 22:20:43
CSAT,laura.rocha,"Obrigada pela paciencia, problema resolvido.",2025-03-10 23:41:57
BuzzMonitor,joao.rocha,Existe um canal para enviar ideias?,2025-03-11 03:00:25
NPS,ana.correa,A documentacao esta desatualizada.,2025-03-11 05:23:43
CSAT,diego.rocha,Onde eu reporto um bug com print da tela?,2025-03-11 14:30:19
CSAT,bruno.pereira,A integracao com o CRM funcionou sem dor de cabeca.,2025-03-11 18:17:59
BOT,carla.almeida,"A importacao esta levando horas, ficou impraticavel. Preciso de retorno urgente.",2025-03-12 03:34:19
BuzzMonitor,gustavo.mendes,Qual o status do incidente da manha? Preciso de retorno urgente.,2025-03-12 03:49:34
NPS,mariana.oliveira,Onde vejo o log de auditoria?,2025-03-12 08:18:30
CSAT,bruno.barbosa,Qual o prazo para emitir nota fiscal?,2025-03-12 11:49:43
CSAT,mariana.lima,Nao consigo atualizar meus dados de pagamento no sistema.,2025-03-12 15:16:59
BOT,thiago.souza,Recebi alerta de login suspeito e nao consegui bloquear. Preciso de retorno urgente.,2025-03-12 18:18:10
CSAT,laura.martins,Resposta rapida e com orientacao completa.,2025-03-12 20:09:29
NPS,camila.nascimento,Os logs de auditoria ajudaram bastante. Ticket 94094.,2025-03-13 08:34:38
BOT,fernanda.teixeira,Como abro um chamado para suporte tecnico?,2025-03-13 10:11:58
CSAT,joao.mendes,"A tela de cadastro ficou redonda, sem bugs.",2025-03-13 10:47:06
BuzzMonitor,leonardo.barbosa,A integracao com o ERP nao esta sincronizando.,2025-03-13 11:24:49
NPS,bruno.correa,O botao de salvar nao responde na tela de cadastro. Preciso de retorno urgente.,2025-03-13 12:15:52
NPS,fernanda.ferreira,Parabens pelas melhorias de seguranca.,2025-03-13 15:12:54
NPS,thiago.correa,"Adorei as novas funcionalidades, muito util.",2025-03-13 19:49:09
NPS,gustavo.nascimento,Tem atendimento aos finais de semana?,2025-03-13 21:08:22
BuzzMonitor,rafael.lima,"Comecei a usar rapido, processo muito bom.",2025-03-13 21:31:45
BuzzMonitor,lucas.teixeira,Estou recebendo erro 500 ao tentar salvar. Preciso de retorno urgente.,2025-03-14 02:58:51
NPS,fernanda.barbosa,Parabens pelas melhorias de seguranca.,2025-03-14 03:41:52
BuzzMonitor,leonardo.oliveira,Vocês tem exemplo de payload para webhooks? Preciso de retorno urgente.,2025-03-14 04:51:08
CSAT,laura.mendes,Existe cache para relatorios?,2025-03-14 06:11:11
CSAT,diego.carvalho,Vocês tiveram alguma manutencao programada hoje?,2025-03-14 07:26:11
NPS,ana.lima,O webhooks estao falhando e nao recebo eventos.,2025-03-14 14:32:59
NPS,vitor.mendes,Existe um canal para enviar ideias?,2025-03-14 16:22:29
CSAT,juliana.lima,A API esta retornando 401 mesmo com token valido. Preciso de retorno urgente.,2025-03-14 21:56:26
NPS,bruno.carvalho,A disponibilidade melhorou bastante essa semana.,2025-03-14 22:19:28
NPS,mario.nascimento,Fiquei perdido na configuracao inicial.,2025-03-15 00:00:45
CSAT,laura.teixeira,Tem SSO com Azure AD? Ticket 14814.,2025-03-15 00:58:24
BuzzMonitor,vitor.pereira,A integracao com o gateway de pagamento caiu.,2025-03-15 02:24:04
CSAT,rafael.ferreira,O atendente nao entendeu o problema e encerrou o ticket.,2025-03-15 03:38:35
NPS,beatriz.elias,Os webhooks estao super estaveis agora.,2025-03-15 05:36:32
BuzzMonitor,laura.dias,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-03-15 17:22:55
CSAT,lucas.mendes,"O processo de pagamento ficou mais simples, ajudou muito.",2025-03-15 19:08:57
NPS,patricia.ferreira,Os dados do CRM estao vindo incompletos na integracao.,2025-03-15 19:39:45
NPS,mariana.oliveira,As telas estao com lentidao em horario comercial.,2025-03-15 21:35:06
BOT,carla.gomes,"A navegacao esta confusa, nao acho as configuracoes.",2025-03-16 09:17:28
NPS,leonardo.souza,Seria bom ter mais opcoes de personalizacao.,2025-03-16 09:59:47
BuzzMonitor,mario.lima,O suporte demorou muito para responder meu chamado.,2025-03-16 10:14:53
BuzzMonitor,lucas.mendes,"Gostei do controle de permissoes, bem completo. Preciso de retorno urgente.",2025-03-16 17:58:01
CSAT,thiago.rocha,A integracao suporta ambientes de teste?,2025-03-16 18:44:42
CSAT,juliana.oliveira,"Comecei a usar rapido, processo muito bom.",2025-03-17 03:31:45
NPS,carla.ferreira,"As dicas na tela ajudam bastante, parabens. Ticket 33020.",2025-03-17 08:21:22
BuzzMonitor,carla.ribeiro,Resposta rapida e com orientacao completa. Preciso de retorno urgente.,2025-03-17 08:51:21
CSAT,juliana.ferreira,As telas estao com lentidao em horario comercial.,2025-03-17 11:43:55
BuzzMonitor,beatriz.teixeira,Onde encontro a base de conhecimento?,2025-03-17 13:06:22
NPS,mario.pereira,Vocês oferecem implantacao assistida? Ticket 94058.,2025-03-17 18:55:38
BuzzMonitor,bruno.silva,Quero entender como funciona o calculo de impostos. Ticket 55064.,2025-03-17 21:19:35
NPS,laura.ribeiro,As telas estao com lentidao em horario comercial.,2025-03-17 21:28:08
NPS,mario.rocha,"Boa, o erro de sincronizacao sumiu.",2025-03-17 23:44:42
BOT,lucas.silva,Ficou travando e desconectando toda hora.,2025-03-18 14:58:01
NPS,lucas.ribeiro,Como configuro 2FA para todos os usuarios?,2025-03-18 17:10:17
CSAT,joao.correa,Onde encontro a base de conhecimento?,2025-03-18 19:10:00
CSAT,laura.souza,A documentacao e bem completa.,2025-03-18 22:53:44
BuzzMonitor,beatriz.almeida,Fiquei perdido na configuracao inicial. Ticket 73861.,2025-03-19 04:02:41
CSAT,joao.ribeiro,Importacao muito mais eficiente agora.,2025-03-19 07:52:06
NPS,mariana.dias,Preciso de auditoria e nao encontro logs completos. Preciso de retorno urgente.,2025-03-19 11:04:53
CSAT,juliana.martins,"Obrigado por corrigirem o bug da exportacao, agora funciona.",2025-03-19 12:09:12
BOT,fernanda.almeida,"Adorei as novas funcionalidades, muito util.",2025-03-19 17:27:52
CSAT,vitor.araujo,Quero falar com um especialista em integracoes. Preciso de retorno urgente.,2025-03-19 18:53:58
BOT,fernanda.rocha,A API esta bem mais rapida nessa versao.,2025-03-20 04:36:36
NPS,mario.nascimento,O atendente nao entendeu o problema e encerrou o ticket.,2025-03-20 06:55:00
NPS,carla.mendes,A exportacao para contabilidade funcionou de primeira.,2025-03-20 07:43:49
CSAT,juliana.dias,O cancelamento foi cobrado mesmo depois de eu solicitar. Preciso de retorno urgente.,2025-03-20 10:53:10
BuzzMonitor,bruno.silva,O filtro nao funciona e retorna resultados errados.,2025-03-20 13:09:24
BuzzMonitor,beatriz.oliveira,Tem webinar de introducao?,2025-03-20 16:15:29
CSAT,isabela.rocha,Resposta rapida e com orientacao completa.,2025-03-21 00:21:20
CSAT,carla.almeida,"Gostei do controle de permissoes, bem completo.",2025-03-21 01:39:52
CSAT,leonardo.carvalho,Nao consigo atualizar meus dados de pagamento no sistema. Ticket 44208.,2025-03-21 07:39:18
NPS,gustavo.elias,Importacao muito mais eficiente agora.,2025-03-21 10:55:03
NPS,gustavo.rocha,A integracao suporta ambientes de teste?,2025-03-21 15:56:19
CSAT,thiago.araujo,"Obrigado por corrigirem o bug da exportacao, agora funciona.",2025-03-21 21:34:41
BuzzMonitor,lucas.elias,A plataforma caiu agora e nao consigo acessar.,2025-03-22 12:27:48
NPS,carla.nascimento,Como faço para salvar filtros como favoritos?,2025-03-22 19:42:49
CSAT,juliana.silva,Nao consigo atualizar meus dados de pagamento no sistema.,2025-03-22 22:52:05
BOT,camila.oliveira,O sistema duplica registros ao importar.,2025-03-23 00:22:37
CSAT,juliana.mendes,"A navegacao esta confusa, nao acho as configuracoes.",2025-03-23 04:49:32
BuzzMonitor,juliana.silva,Fui transferido varias vezes e nao resolveram.,2025-03-23 06:14:07
BuzzMonitor,joao.pereira,Qual o status do incidente da manha?,2025-03-23 21:15:57
BuzzMonitor,bruno.mendes,Como gero um token de API?,2025-03-23 21:19:38
NPS,beatriz.silva,Qual o prazo para emitir nota fiscal?,2025-03-24 00:50:36
NPS,isabela.rocha,Os dados do CRM estao vindo incompletos na integracao.,2025-03-24 01:30:24
CSAT,isabela.teixeira,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-03-24 05:31:52
BOT,diego.almeida,Quero falar com um especialista em integracoes.,2025-03-24 06:49:15
BuzzMonitor,patricia.dias,"Evoluiram muito no ultimo trimestre, parabens.",2025-03-24 14:52:09
CSAT,vitor.ferreira,"Nao carrega a tela inicial, fica em loading infinito.",2025-03-24 19:27:53
NPS,diego.teixeira,Estou recebendo erro 500 ao tentar salvar.,2025-03-25 02:11:07
BuzzMonitor,bruno.araujo,A disponibilidade melhorou bastante essa semana.,2025-03-25 04:25:13
