origem,usuario,mensagem,data,sentimentalidade,categoria
BuzzMonitor,camila.souza,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-02-07 13:33:09,NEUTRA,SUPORTE/ATENDIMENTO
BOT,thiago.correa,A busca demora demais e trava o navegador.,2025-02-07 15:27:38,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,mario.martins,"Evoluiram muito no ultimo trimestre, parabens.",2025-02-07 18:16:27,NEUTRA,FEEDBACK GERAL
NPS,ana.souza,"Evoluiram muito no ultimo trimestre, parabens.",2025-02-07 19:49:30,NEUTRA,FEEDBACK GERAL
CSAT,beatriz.martins,A integracao com o CRM funcionou sem dor de cabeca.,2025-02-07 21:44:17,POSITIVA,FEEDBACK GERAL
BuzzMonitor,lucas.gomes,O suporte foi muito prestativo e claro.,2025-02-08 07:49:03,NEUTRA,SUPORTE/ATENDIMENTO
BOT,lucas.rocha,Os dados do CRM estao vindo incompletos na integracao.,2025-02-09 00:24:09,NEUTRA,FEEDBACK GERAL
CSAT,lucas.mendes,O atendimento foi rude e nao ajudou.,2025-02-09 00:58:16,NEUTRA,SUPORTE/ATENDIMENTO
NPS,carla.araujo,A nova interface ficou bem mais intuitiva.,2025-02-09 05:41:17,NEUTRA,FEEDBACK GERAL
CSAT,diego.teixeira,Preciso de um relatorio de cobranca do mes.,2025-02-09 07:09:40,NEUTRA,FINANCEIRO
BuzzMonitor,laura.elias,A API esta bem mais rapida nessa versao.,2025-02-09 07:58:43,NEUTRA,API/AUTENTICACAO
BOT,mariana.souza,A tela nao e intuitiva e acaba atrapalhando.,2025-02-09 08:12:35,NEUTRA,FEEDBACK GERAL
CSAT,mario.lima,A API esta retornando 401 mesmo com token valido.,2025-02-09 16:40:07,NEGATIVA,API/AUTENTICACAO
NPS,joao.correa,Quando tento exportar CSV ele vem vazio.,2025-02-09 17:42:40,NEUTRA,FEEDBACK GERAL
BuzzMonitor,carla.dias,"Boa, o erro de sincronizacao sumiu. Preciso de retorno urgente.",2025-02-09 18:41:25,NEGATIVA,BUGS
CSAT,vitor.mendes,O webhooks estao falhando e nao recebo eventos. Preciso de retorno urgente. Ticket 30892.,2025-02-10 06:40:34,NEGATIVA,BUGS
NPS,laura.nascimento,Qual foi a causa da indisponibilidade de ontem?,2025-02-10 09:55:15,NEUTRA,FEEDBACK GERAL
BuzzMonitor,vitor.souza,Sinto falta de um relatorio mais completo.,2025-02-11 06:02:46,NEUTRA,FEEDBACK GERAL
NPS,beatriz.almeida,"A importacao esta levando horas, ficou impraticavel.",2025-02-11 07:04:43,NEUTRA,FEEDBACK GERAL
BOT,vitor.araujo,O webhooks estao falhando e nao recebo eventos.,2025-02-11 07:58:05,NEGATIVA,BUGS
NPS,thiago.elias,Ficou travando e desconectando toda hora. Preciso de retorno urgente.,2025-02-11 12:17:44,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,vitor.mendes,Depois do patch não ocorre mais duplicacao na importacao.,2025-02-11 16:06:53,NEUTRA,FEEDBACK GERAL
CSAT,lucas.araujo,"A busca ficou instantanea, parabens.",2025-02-11 16:20:12,NEUTRA,FEEDBACK GERAL
NPS,joao.barbosa,A experiencia de uso evoluiu muito.,2025-02-11 19:28:23,NEUTRA,FEEDBACK GERAL
NPS,rafael.martins,A experiencia poderia ser melhor em dispositivos moveis.,2025-02-12 09:28:38,NEUTRA,FEEDBACK GERAL
BOT,beatriz.lima,O tempo de resposta da API aumentou bastante. Preciso de retorno urgente.,2025-02-12 11:30:50,NEGATIVA,API/AUTENTICACAO
NPS,mario.nascimento,O menu mudou e agora ficou pior de usar.,2025-02-12 11:33:05,NEUTRA,FEEDBACK GERAL
NPS,laura.almeida,Como gero um token de API?,2025-02-12 19:03:02,NEUTRA,API/AUTENTICACAO
BuzzMonitor,gustavo.rocha,"Adorei as novas funcionalidades, muito util.",2025-02-13 00:59:37,NEUTRA,FEEDBACK GERAL
BuzzMonitor,patricia.martins,"O processo de pagamento ficou mais simples, ajudou muito. Preciso de retorno urgente. Ticket 27891.",2025-02-13 03:36:48,NEGATIVA,SUPORTE/ATENDIMENTO
CSAT,patricia.dias,Quero participar do beta de novas funcoes. Preciso de retorno urgente.,2025-02-13 03:52:17,NEGATIVA,FEEDBACK GERAL
NPS,juliana.nascimento,"Relatorios agora carregam rapido, excelente.",2025-02-13 04:03:39,POSITIVA,API/AUTENTICACAO
CSAT,lucas.nascimento,As telas estao com lentidao em horario comercial.,2025-02-13 07:28:41,NEUTRA,FEEDBACK GERAL
CSAT,gustavo.araujo,"As dicas na tela ajudam bastante, parabens.",2025-02-13 08:51:35,NEUTRA,FEEDBACK GERAL
CSAT,thiago.almeida,"Obrigado por corrigirem o bug da exportacao, agora funciona.",2025-02-13 22:46:23,NEUTRA,BUGS
NPS,joao.correa,Onde eu reporto um bug com print da tela?,2025-02-14 01:25:03,NEGATIVA,BUGS
CSAT,camila.martins,Fui transferido varias vezes e nao resolveram.,2025-02-14 02:26:33,NEUTRA,FEEDBACK GERAL
BuzzMonitor,rafael.teixeira,O menu mudou e agora ficou pior de usar.,2025-02-14 10:50:53,NEUTRA,FEEDBACK GERAL
NPS,camila.araujo,O filtro nao funciona e retorna resultados errados.,2025-02-14 12:21:34,NEGATIVA,FEEDBACK GERAL
NPS,camila.lima,A integracao com o ERP nao esta sincronizando.,2025-02-14 12:33:55,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mariana.almeida,A API esta bem mais rapida nessa versao.,2025-02-14 16:40:20,NEUTRA,API/AUTENTICACAO
BuzzMonitor,mariana.carvalho,Os dados do CRM estao vindo incompletos na integracao. Preciso de retorno urgente.,2025-02-15 00:28:03,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,isabela.gomes,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-02-15 05:28:29,NEGATIVA,INSTABILIDADE NA PLATAFORMA
NPS,diego.barbosa,Quando tento exportar CSV ele vem vazio.,2025-02-15 09:02:48,NEUTRA,FEEDBACK GERAL
CSAT,bruno.araujo,Existe cache para relatorios?,2025-02-15 13:16:57,NEUTRA,FEEDBACK GERAL
BOT,isabela.dias,Estou recebendo erro 500 ao tentar salvar.,2025-02-15 14:51:49,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,rafael.lima,Muitos cliques para fazer uma tarefa simples.,2025-02-15 20:22:06,NEUTRA,FEEDBACK GERAL
CSAT,beatriz.carvalho,"Nao carrega a tela inicial, fica em loading infinito.",2025-02-15 23:56:42,NEUTRA,FINANCEIRO
NPS,vitor.carvalho,Parece que um usuario acessou dados que nao deveria.,2025-02-16 08:53:42,NEUTRA,FEEDBACK GERAL
CSAT,lucas.almeida,Nao consigo atualizar meus dados de pagamento no sistema.,2025-02-16 11:12:54,NEUTRA,FINANCEIRO
CSAT,vitor.souza,O tempo de resposta da API aumentou bastante.,2025-02-16 14:29:04,NEUTRA,API/AUTENTICACAO
BuzzMonitor,rafael.rocha,A integracao suporta ambientes de teste?,2025-02-16 16:42:58,NEUTRA,FEEDBACK GERAL
CSAT,joao.lima,O reset de senha falha e nao chega email.,2025-02-16 17:49:15,NEGATIVA,BUGS
CSAT,mario.ribeiro,"Obrigada por resolverem a instabilidade, melhorou muito.",2025-02-17 03:53:38,POSITIVA,FEEDBACK GERAL
BuzzMonitor,beatriz.carvalho,Qual politica de retencao de logs?,2025-02-17 03:54:39,NEUTRA,FEEDBACK GERAL
CSAT,gustavo.teixeira,Tem SSO com Azure AD? Preciso de retorno urgente.,2025-02-17 04:01:35,NEGATIVA,FEEDBACK GERAL
CSAT,carla.dias,Ficou travando e desconectando toda hora. Preciso de retorno urgente.,2025-02-17 04:15:14,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,mario.carvalho,O botao de salvar nao responde na tela de cadastro.,2025-02-17 07:41:59,NEUTRA,FEEDBACK GERAL
CSAT,patricia.ribeiro,Estou recebendo erro 500 ao tentar salvar.,2025-02-17 11:57:08,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,fernanda.souza,"Gostei do layout, ficou facil achar as funcoes.",2025-02-17 16:13:34,NEUTRA,FEEDBACK GERAL
NPS,mariana.nascimento,Ficou travando e desconectando toda hora.,2025-02-17 17:39:56,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,diego.souza,As mensagens de erro nao explicam o que fazer.,2025-02-17 17:54:20,NEGATIVA,BUGS
BuzzMonitor,camila.araujo,A plataforma caiu agora e nao consigo acessar.,2025-02-18 02:01:15,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,camila.gomes,Qual o prazo para emitir nota fiscal?,2025-02-18 07:52:12,NEUTRA,FINANCEIRO
NPS,bruno.ferreira,Como gero um token de API? Preciso de retorno urgente.,2025-02-18 09:33:14,NEGATIVA,API/AUTENTICACAO
CSAT,ana.barbosa,O tempo de resposta da API aumentou bastante.,2025-02-18 09:48:57,NEUTRA,API/AUTENTICACAO
NPS,mario.oliveira,"A navegacao esta confusa, nao acho as configuracoes.",2025-02-18 10:42:39,NEUTRA,FINANCEIRO
NPS,juliana.souza,Os tutoriais não cobrem o que eu preciso.,2025-02-18 11:27:58,NEUTRA,FEEDBACK GERAL
CSAT,gustavo.souza,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-02-18 21:41:44,NEUTRA,FEEDBACK GERAL
BuzzMonitor,bruno.souza,Os webhooks estao super estaveis agora.,2025-02-19 02:14:33,NEUTRA,FEEDBACK GERAL
CSAT,leonardo.almeida,"Boa, o erro de sincronizacao sumiu.",2025-02-19 06:41:00,NEUTRA,BUGS
BuzzMonitor,lucas.correa,Os tutoriais nao cobrem o que eu preciso.,2025-02-19 11:44:31,NEUTRA,FEEDBACK GERAL
BuzzMonitor,camila.oliveira,"Nao carrega a tela inicial, fica em loading infinito. Preciso de retorno urgente.",2025-02-19 12:54:18,NEGATIVA,FINANCEIRO
BuzzMonitor,laura.rocha,Parece que um usuario acessou dados que nao deveria.,2025-02-19 18:17:27,NEUTRA,FEEDBACK GERAL
CSAT,bruno.carvalho,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-02-19 21:37:59,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,rafael.barbosa,Fui transferido varias vezes e nao resolveram.,2025-02-19 22:02:21,NEUTRA,FEEDBACK GERAL
CSAT,bruno.martins,Tem atendimento aos finais de semana? Preciso de retorno urgente.,2025-02-20 04:05:52,NEGATIVA,SUPORTE/ATENDIMENTO
CSAT,patricia.carvalho,A integracao suporta ambientes de teste?,2025-02-20 07:11:05,NEUTRA,FEEDBACK GERAL
CSAT,mariana.elias,Como faço para salvar filtros como favoritos?,2025-02-20 09:33:19,NEUTRA,FEEDBACK GERAL
BuzzMonitor,carla.araujo,O reset de senha falha e nao chega email. Preciso de retorno urgente.,2025-02-20 21:27:56,NEGATIVA,BUGS
BuzzMonitor,bruno.almeida,A experiencia poderia ser melhor em dispositivos moveis.,2025-02-21 00:50:48,NEUTRA,FEEDBACK GERAL
NPS,ana.ferreira,"Nao tive mais desconexoes, otimo trabalho.",2025-02-21 09:14:08,POSITIVA,FEEDBACK GERAL
CSAT,joao.nascimento,A API esta retornando 401 mesmo com token valido. Preciso de retorno urgente.,2025-02-21 15:57:02,NEGATIVA,API/AUTENTICACAO
CSAT,carla.ferreira,A tela nao e intuitiva e acaba atrapalhando. Preciso de retorno urgente.,2025-02-21 17:00:46,NEGATIVA,FEEDBACK GERAL
CSAT,isabela.pereira,"As dicas na tela ajudam bastante, parabens.",2025-02-22 03:33:23,NEUTRA,FEEDBACK GERAL
CSAT,vitor.martins,Ficou travando e desconectando toda hora.,2025-02-22 09:05:11,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BOT,gustavo.gomes,A documentacao esta desatualizada.,2025-02-22 17:04:49,NEUTRA,TREINAMENTO/ONBOARDING
BuzzMonitor,mario.souza,Vocês podem considerar um novo recurso?,2025-02-22 17:31:18,NEUTRA,TREINAMENTO/ONBOARDING
CSAT,camila.martins,Posso enviar logs para ajudar a investigar? Preciso de retorno urgente.,2025-02-22 22:24:44,NEGATIVA,FEEDBACK GERAL
BOT,beatriz.martins,"A navegacao esta confusa, nao acho as configuracoes.",2025-02-23 04:27:40,NEUTRA,FINANCEIRO
CSAT,juliana.silva,Ficou travando e desconectando toda hora.,2025-02-23 09:17:08,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,mariana.teixeira,A API esta retornando 401 mesmo com token valido.,2025-02-23 10:54:42,NEGATIVA,API/AUTENTICACAO
CSAT,bruno.almeida,"Evoluiram muito no ultimo trimestre, parabens.",2025-02-24 02:49:45,NEUTRA,FEEDBACK GERAL
CSAT,diego.gomes,Existe cache para relatorios?,2025-02-24 05:26:56,NEUTRA,FEEDBACK GERAL
BOT,mario.gomes,A integracao com o CRM funcionou sem dor de cabeca.,2025-02-24 07:27:03,POSITIVA,FEEDBACK GERAL
CSAT,vitor.almeida,Posso reorganizar o menu? Preciso de retorno urgente.,2025-02-24 08:21:46,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,diego.silva,Tem alguma previsao para corrigir a exportacao?,2025-02-24 10:56:54,NEUTRA,FEEDBACK GERAL
CSAT,beatriz.teixeira,Os logs de auditoria ajudaram bastante.,2025-02-24 13:04:52,NEUTRA,FEEDBACK GERAL
CSAT,diego.correa,Os logs de auditoria ajudaram bastante.,2025-02-24 13:15:09,NEUTRA,FEEDBACK GERAL
BuzzMonitor,vitor.dias,Onde vejo o log de auditoria? Preciso de retorno urgente.,2025-02-24 14:35:51,NEGATIVA,FEEDBACK GERAL
CSAT,ana.silva,"A importacao esta levando horas, ficou impraticavel.",2025-02-24 15:23:56,NEUTRA,FEEDBACK GERAL
BuzzMonitor,carla.teixeira,O filtro nao funciona e retorna resultados errados.,2025-02-24 21:17:46,NEGATIVA,FEEDBACK GERAL
NPS,isabela.pereira,O sistema esta muito lento para carregar relatorios.,2025-02-24 21:46:11,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,bruno.ferreira,Posso enviar logs para ajudar a investigar? Preciso de retorno urgente.,2025-02-25 00:17:54,NEGATIVA,FEEDBACK GERAL
BOT,joao.araujo,O sistema duplica registros ao importar.,2025-02-25 00:49:05,NEUTRA,FEEDBACK GERAL
NPS,diego.oliveira,Seria bom ter mais opcoes de personalizacao.,2025-02-25 02:22:03,POSITIVA,FEATURE REQUEST
CSAT,lucas.dias,"Nao carrega a tela inicial, fica em loading infinito.",2025-02-25 05:44:17,NEUTRA,FINANCEIRO
CSAT,carla.mendes,"A importacao esta levando horas, ficou impraticavel.",2025-02-25 09:05:12,NEUTRA,FEEDBACK GERAL
CSAT,rafael.souza,A API esta bem mais rapida nessa versao.,2025-02-25 13:38:00,NEUTRA,API/AUTENTICACAO
BOT,mario.carvalho,O filtro nao funciona e retorna resultados errados.,2025-02-25 17:43:31,NEGATIVA,FEEDBACK GERAL
NPS,joao.silva,O sistema duplica registros ao importar.,2025-02-25 19:05:21,NEUTRA,FEEDBACK GERAL
NPS,juliana.mendes,A integracao com o CRM funcionou sem dor de cabeca.,2025-02-26 04:37:43,POSITIVA,FEEDBACK GERAL
NPS,beatriz.barbosa,"A tela de cadastro ficou redonda, sem bugs. Preciso de retorno urgente.",2025-02-26 05:50:49,NEGATIVA,BUGS
NPS,camila.gomes,O webhooks estao falhando e nao recebo eventos. Preciso de retorno urgente. Ticket 67129.,2025-02-26 06:57:02,NEGATIVA,BUGS
CSAT,laura.teixeira,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-02-26 10:59:15,NEGATIVA,FINANCEIRO
NPS,lucas.mendes,"Obrigada por resolverem a instabilidade, melhorou muito.",2025-02-26 12:17:12,POSITIVA,FEEDBACK GERAL
BOT,mario.carvalho,Depois do patch nao ocorre mais duplicacao na importacao.,2025-02-26 15:07:36,NEUTRA,FEEDBACK GERAL
CSAT,carla.oliveira,O bloqueio por IP facilitou nossa politica interna. Preciso de retorno urgente.,2025-02-26 18:05:48,NEGATIVA,FEEDBACK GERAL
CSAT,ana.elias,"A equipe acompanhou a implantacao, foi tranquilo.",2025-02-26 22:15:07,NEUTRA,FEEDBACK GERAL
BuzzMonitor,patricia.martins,Depois da ultima manutencao ficou bem mais estavel.,2025-02-26 22:18:33,NEUTRA,FEEDBACK GERAL
CSAT,vitor.oliveira,"A importacao esta levando horas, ficou impraticavel.",2025-02-27 05:37:34,NEUTRA,FEEDBACK GERAL
BuzzMonitor,diego.elias,Ficou travando e desconectando toda hora.,2025-02-27 09:39:01,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,leonardo.nascimento,Qual a janela de maior uso?,2025-02-27 10:31:53,NEUTRA,FEEDBACK GERAL
BuzzMonitor,patricia.lima,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-02-27 10:56:24,NEUTRA,FEEDBACK GERAL
NPS,mariana.correa,Qual a janela de maior uso?,2025-02-27 14:46:23,NEUTRA,FEEDBACK GERAL
CSAT,carla.araujo,Vocês oferecem implantacao assistida?,2025-02-27 18:13:39,NEUTRA,FEEDBACK GERAL
BuzzMonitor,joao.nascimento,"Muito bom ter 2FA, aumentou a seguranca.",2025-02-27 21:03:14,POSITIVA,FEEDBACK GERAL
CSAT,mariana.barbosa,O onboarding foi confuso e faltou treinamento.,2025-02-28 01:37:25,POSITIVA,FINANCEIRO
NPS,fernanda.elias,O botao de salvar nao responde na tela de cadastro. Preciso de retorno urgente. Ticket 64590.,2025-02-28 03:27:56,NEGATIVA,SUPORTE/ATENDIMENTO
BuzzMonitor,leonardo.correa,"Gostei do layout, ficou facil achar as funcoes.",2025-02-28 06:47:50,NEUTRA,FEEDBACK GERAL
BuzzMonitor,ana.gomes,"O time de CS acompanhou ate a solucao, show. Preciso de retorno urgente.",2025-02-28 13:04:09,NEUTRA,FEEDBACK GERAL
CSAT,juliana.martins,"Boa, o erro de sincronizacao sumiu. Preciso de retorno urgente.",2025-02-28 23:18:33,NEGATIVA,BUGS
BuzzMonitor,camila.silva,Qual o limite de requisicoes por minuto na API?,2025-03-01 04:29:02,NEUTRA,API/AUTENTICACAO
NPS,vitor.dias,"Obrigada por resolverem a instabilidade, melhorou muito.",2025-03-01 06:41:52,POSITIVA,FEEDBACK GERAL
NPS,thiago.mendes,"Gostei do novo painel financeiro, bem mais claro. Ticket 53665.",2025-03-01 07:17:16,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,rafael.lima,O menu mudou e agora ficou pior de usar.,2025-03-01 10:58:20,NEUTRA,FEEDBACK GERAL
NPS,beatriz.almeida,O atendente nao entendeu o problema e encerrou o ticket.,2025-03-01 11:47:34,NEGATIVA,BUGS
BuzzMonitor,isabela.carvalho,A experiencia de uso evoluiu muito. Preciso de retorno urgente.,2025-03-01 16:30:22,NEGATIVA,FEEDBACK GERAL
BOT,beatriz.correa,Quero falar com um especialista em integracoes. Ticket 10320.,2025-03-01 19:36:26,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,mariana.lima,"Gostei do controle de permissoes, bem completo.",2025-03-02 01:38:23,NEUTRA,FEEDBACK GERAL
CSAT,vitor.ribeiro,Sinto falta de um relatorio mais completo.,2025-03-02 04:37:46,NEUTRA,FEEDBACK GERAL
CSAT,gustavo.barbosa,Qual o limite de requisicoes por minuto na API?,2025-03-02 21:22:16,NEUTRA,API/AUTENTICACAO
BuzzMonitor,ana.araujo,Estou recebendo erro 500 ao tentar salvar.,2025-03-02 23:38:57,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,bruno.mendes,Os tutoriais nao cobrem o que eu preciso.,2025-03-03 02:00:13,NEUTRA,FEEDBACK GERAL
CSAT,ana.ferreira,Sinto falta de um relatorio mais completo.,2025-03-03 03:22:45,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mario.ribeiro,"Obrigada pela paciencia, problema resolvido.",2025-03-03 07:23:23,POSITIVA,FEEDBACK GERAL
BOT,diego.nascimento,O sistema esta muito lento para carregar relatorios. Preciso de retorno urgente.,2025-03-03 09:05:30,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,bruno.dias,Acho que a comunicacao de mudancas poderia melhorar.,2025-03-03 10:16:31,NEUTRA,FEEDBACK GERAL
BuzzMonitor,laura.silva,A exportacao para contabilidade funcionou de primeira. Preciso de retorno urgente.,2025-03-03 10:35:05,NEUTRA,FEEDBACK GERAL
BuzzMonitor,juliana.mendes,"A busca ficou instantanea, parabens.",2025-03-03 14:18:24,NEUTRA,FEEDBACK GERAL
CSAT,lucas.silva,Tem SDK em Python para integracao? Preciso de retorno urgente.,2025-03-03 15:41:29,NEGATIVA,FEEDBACK GERAL
CSAT,mario.martins,Existe um canal para enviar ideias?,2025-03-03 23:48:39,NEUTRA,FEEDBACK GERAL
BOT,laura.nascimento,Vocês tiveram alguma manutencao programada hoje?,2025-03-04 05:39:56,NEUTRA,FEEDBACK GERAL
CSAT,lucas.gomes,Os tutoriais nao cobrem o que eu preciso.,2025-03-04 07:12:13,NEUTRA,FEEDBACK GERAL
CSAT,patricia.pereira,Quando tento exportar CSV ele vem vazio.,2025-03-04 20:02:23,NEUTRA,FEEDBACK GERAL
CSAT,laura.ferreira,"Comecei a usar rapido, processo muito bom.",2025-03-05 00:33:32,POSITIVA,API/AUTENTICACAO
NPS,beatriz.carvalho,Como gero um token de API? Preciso de retorno urgente.,2025-03-05 12:19:48,NEGATIVA,API/AUTENTICACAO
BOT,lucas.barbosa,"Obrigada por resolverem a instabilidade, melhorou muito.",2025-03-05 16:32:06,POSITIVA,FEEDBACK GERAL
CSAT,rafael.elias,A API esta retornando 401 mesmo com token valido.,2025-03-05 19:20:03,NEGATIVA,API/AUTENTICACAO
NPS,juliana.souza,Preciso de um relatorio de cobranca do mes.,2025-03-05 20:05:09,NEUTRA,FINANCEIRO
BuzzMonitor,thiago.almeida,Acho que a comunicacao de mudancas poderia melhorar.,2025-03-05 21:35:50,NEUTRA,FEEDBACK GERAL
NPS,juliana.lima,"Gostei do conector com o ERP, poupou tempo.",2025-03-05 22:31:45,NEUTRA,FEEDBACK GERAL
NPS,isabela.silva,Recebi alerta de login suspeito e nao consegui bloquear.,2025-03-05 23:07:58,NEUTRA,FEEDBACK GERAL
CSAT,camila.mendes,"Adorei as novas funcionalidades, muito util.",2025-03-06 02:19:42,NEUTRA,FEEDBACK GERAL
CSAT,fernanda.gomes,Qual o status do incidente da manha?,2025-03-06 12:59:43,NEUTRA,FEEDBACK GERAL
CSAT,lucas.carvalho,O tempo de resposta da API aumentou bastante.,2025-03-06 15:46:03,NEUTRA,API/AUTENTICACAO
BuzzMonitor,beatriz.rocha,Os webhooks estao super estaveis agora.,2025-03-06 17:05:34,NEUTRA,FEEDBACK GERAL
BOT,leonardo.silva,Parece que um usuario acessou dados que nao deveria.,2025-03-06 18:15:17,NEUTRA,FEEDBACK GERAL
NPS,lucas.souza,"Parabens, a nota fiscal saiu certinha e bem rapido.",2025-03-06 20:59:35,POSITIVA,API/AUTENTICACAO
CSAT,leonardo.correa,Nao consegui importar meus dados iniciais. Preciso de retorno urgente.,2025-03-06 22:05:19,NEGATIVA,FEEDBACK GERAL
CSAT,ana.correa,O botao de salvar nao responde na tela de cadastro. Preciso de retorno urgente.,2025-03-07 06:20:50,NEGATIVA,FEEDBACK GERAL
NPS,diego.silva,Vocês tiveram alguma manutencao programada hoje?,2025-03-07 23:43:29,NEUTRA,FEEDBACK GERAL
CSAT,gustavo.lima,O sistema esta muito lento para carregar relatorios.,2025-03-08 04:33:02,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,joao.teixeira,Qual o prazo para emitir nota fiscal? Preciso de retorno urgente.,2025-03-08 06:00:20,NEGATIVA,FINANCEIRO
BOT,ana.barbosa,Tem webinar de introducao?,2025-03-08 13:00:56,NEUTRA,FEEDBACK GERAL
BuzzMonitor,beatriz.dias,Quando tento exportar CSV ele vem vazio.,2025-03-08 13:19:55,NEUTRA,FEEDBACK GERAL
CSAT,leonardo.teixeira,A API esta bem mais rapida nessa versao.,2025-03-08 16:42:21,NEUTRA,API/AUTENTICACAO
BuzzMonitor,isabela.oliveira,O boleto nao foi gerado e estou com pagamento em atraso por causa disso. Preciso de retorno urgente.,2025-03-08 17:41:11,NEGATIVA,SUPORTE/ATENDIMENTO
BuzzMonitor,leonardo.dias,O sistema duplica registros ao importar. Preciso de retorno urgente.,2025-03-08 22:19:57,NEGATIVA,FEEDBACK GERAL
CSAT,juliana.silva,Estou recebendo erro 500 ao tentar salvar.,2025-03-08 23:41:43,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,beatriz.barbosa,Existe cache para relatorios?,2025-03-09 04:05:58,NEUTRA,FEEDBACK GERAL
BOT,vitor.dias,A integracao com o ERP nao esta sincronizando.,2025-03-09 07:17:29,NEUTRA,FEEDBACK GERAL
CSAT,lucas.teixeira,Como gero um token de API? Preciso de retorno urgente.,2025-03-09 10:16:12,NEGATIVA,API/AUTENTICACAO
BuzzMonitor,vitor.silva,Tem webinar de introducao? Preciso de retorno urgente.,2025-03-09 11:09:44,NEGATIVA,FEEDBACK GERAL
CSAT,diego.almeida,Parece que um usuario acessou dados que nao deveria.,2025-03-09 12:23:51,NEUTRA,FEEDBACK GERAL
BuzzMonitor,ana.elias,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-03-09 16:26:58,NEUTRA,SUPORTE/ATENDIMENTO
